product_id,product_name,category,price,cost,stock_quantity,reorder_level
140,Forge Compact Keyboard,Electronics,886.96,628.26,565,128
141,Lumen Smart Yoga Mat,Sports,236.86,137.42,262,53
142,Forge Essential Laptop,Electronics,320.54,200.72,121,25
143,Lumen Pro Keyboard,Electronics,293.18,214.40,240,42
144,Vertex Premium Speaker,Electronics,93.31,57.42,131,19
145,Summit Eco Hat,Clothing,155.92,74.45,526,92
146,Apex Standard Desk,Home,415.91,185.67,74,18
147,Nova Smart Rug,Home,265.48,159.23,101,26
148,Zenith Classic Sneakers,Clothing,21.91,12.55,167,41
149,Crest Essential Headphones,Electronics,256.43,158.08,530,157
150,Apex Standard Speaker,Electronics,718.36,488.44,163,45
151,Forge Premium Bicycle,Sports,243.60,114.03,97,18
152,Nova Premium Hat,Clothing,176.68,126.01,262,45
153,Zenith Premium Tablet,Electronics,326.85,148.46,400,103
154,Forge Essential Helmet,Sports,211.51,85.52,131,27
155,Lumen Smart Mirror,Home,178.95,122.66,285,60
156,Stride Classic Tablet,Electronics,177.29,95.78,326,40
157,Forge Eco Desk,Home,77.86,36.90,151,22
158,Horizon Standard Rug,Home,119.55,74.05,43,5
159,Stride Standard Guide,Books,16.50,7.43,305,88
160,Nova Ultra Dress,Clothing,99.40,52.46,478,74
161,Stride Classic Scarf,Clothing,21.68,11.16,104,15
162,Forge Ultra Vacuum,Home,251.55,147.95,61,12
163,Lumen Eco Chair,Home,459.28,297.84,187,49
164,Summit Elite Vacuum,Home,391.56,168.11,183,51
165,Stride Ultra Mirror,Home,52.79,29.30,312,83
166,Lumen Compact Tablet,Electronics,574.99,281.79,219,28
167,Nova Ultra Keyboard,Electronics,183.86,73.85,50,5
168,Nova Advanced Tablet,Electronics,132.74,92.52,120,28
169,Apex Pro Scarf,Clothing,194.24,82.66,49,11
170,Lumen Advanced Dress,Clothing,53.10,35.37,109,23
171,Apex Premium Lamp,Home,290.89,205.78,80,21
172,Forge Elite Vacuum,Home,32.54,15.33,184,43
173,Vertex Deluxe Yoga Mat,Sports,273.86,138.16,111,23
174,Summit Premium Blender,Home,182.52,73.79,280,58
175,Horizon Premium Tablet,Electronics,350.04,259.42,177,47
176,Apex Advanced Helmet,Sports,187.80,96.56,99,15
177,Apex Elite Hat,Clothing,41.54,18.88,126,31
178,Apex Eco Yoga Mat,Sports,234.50,123.08,74,15
179,Nova Elite Running Shoes,Sports,151.48,110.82,150,40
180,Lumen Elite Jacket,Clothing,97.84,51.93,178,32
181,Zenith Classic Lamp,Home,396.91,250.89,142,38
182,Nova Eco Sneakers,Clothing,41.34,25.97,619,171
183,Vertex Ultra Dress,Clothing,105.76,66.20,157,46
184,Horizon Premium Tennis Racket,Sports,263.89,196.97,202,50
185,Horizon Essential Vacuum,Home,446.63,229.85,62,9
186,Pulse Essential Bicycle,Sports,309.26,136.72,456,100
187,Summit Premium Dumbbell,Sports,219.83,130.81,70,17
188,Zenith Smart Keyboard,Electronics,40.45,21.87,202,27
189,Horizon Essential Tablet,Electronics,498.37,308.74,744,205
190,Nova Ultra Jacket,Clothing,62.60,33.15,238,38
191,Nest Premium Monitor,Electronics,52.95,34.17,59,12
192,Nova Smart Dumbbell,Sports,55.74,27.20,206,41
193,Crest Standard Desk,Home,311.94,200.05,94,27
194,Apex Pro Jacket,Clothing,45.43,30.70,569,160
195,Apex Smart Tennis Racket,Sports,101.41,42.79,58,15
196,Pulse Classic Sneakers,Clothing,141.97,66.81,206,60
197,Apex Smart Sneakers,Clothing,138.18,94.34,75,8
198,Crest Essential Bicycle,Sports,316.40,176.71,58,12
199,Nest Advanced Mirror,Home,309.82,194.75,209,45
200,Summit Classic Vacuum,Home,407.53,217.50,167,34
201,Nova Elite Cookbook,Books,27.05,17.66,516,114
202,Nova Premium Chair,Home,263.87,122.79,150,27
203,Zenith Eco Desk,Home,492.88,240.03,165,21
204,Nova Elite Hat,Clothing,151.30,87.87,268,37
205,Lumen Ultra Laptop,Electronics,211.65,118.27,305,33
206,Apex Ultra Blender,Home,402.96,239.73,85,22
207,Apex Ultra Hat,Clothing,153.59,106.03,142,29
208,Zenith Standard Headphones,Electronics,166.93,119.08,428,100
209,Lumen Pro Running Shoes,Sports,75.04,36.53,18,3
210,Forge Smart Atlas,Books,32.71,19.18,161,33
211,Nest Pro Running Shoes,Sports,278.78,190.52,570,143
212,Pulse Ultra Helmet,Sports,322.22,234.39,220,24
213,Crest Eco Speaker,Electronics,891.71,665.19,266,47
214,Forge Compact Laptop,Electronics,630.66,294.01,132,14
215,Summit Ultra Sneakers,Clothing,42.18,31.41,60,9
216,Pulse Smart Dress,Clothing,17.31,6.94,158,32
217,Nest Premium Blender,Home,154.28,72.13,391,57
218,Summit Ultra Shirt,Clothing,142.78,82.40,108,17
219,Crest Deluxe Camera,Electronics,360.09,204.33,112,30
220,Horizon Smart Speaker,Electronics,742.81,499.27,325,97
221,Apex Ultra Laptop,Electronics,70.61,34.71,178,47
222,Horizon Elite Keyboard,Electronics,630.28,460.89,144,23
223,Lumen Essential Mirror,Home,447.03,249.56,130,21
224,Forge Standard Monitor,Electronics,660.56,348.06,97,27
225,Summit Eco Jacket,Clothing,173.74,99.15,298,32
226,Lumen Standard Jeans,Clothing,61.31,28.04,144,26
227,Pulse Ultra Jeans,Clothing,38.88,16.10,103,22
228,Pulse Premium Dumbbell,Sports,259.81,131.03,160,44
229,Nova Classic Laptop,Electronics,414.25,222.00,90,16
230,Crest Classic Camera,Electronics,588.53,275.38,65,14
231,Apex Eco Camera,Electronics,897.95,492.63,494,79
232,Nova Compact Camera,Electronics,466.75,339.68,166,39
233,Nest Premium Desk,Home,171.34,107.79,294,75
234,Pulse Advanced Jacket,Clothing,197.32,103.49,169,47
235,Crest Elite Sneakers,Clothing,159.89,110.58,241,45
236,Pulse Classic Shirt,Clothing,89.81,46.86,56,5
237,Nest Ultra Helmet,Sports,119.64,73.05,517,134
238,Nova Elite Tablet,Electronics,66.68,33.27,137,35
239,Crest Compact Mirror,Home,285.85,199.16,238,37
240,Nest Compact Cookbook,Books,13.34,7.57,194,56
241,Pulse Deluxe Dress,Clothing,72.04,41.44,131,32
242,Apex Ultra Speaker,Electronics,200.53,147.25,44,9
243,Apex Ultra Yoga Mat,Sports,249.90,119.54,664,102
244,Stride Essential Laptop,Electronics,595.57,253.17,149,38
245,Nova Standard Biography,Books,47.73,35.06,60,11
246,Summit Elite Textbook,Books,47.89,27.97,176,46
247,Vertex Pro Laptop,Electronics,44.20,28.11,1023,178
248,Lumen Elite Laptop,Electronics,870.44,423.62,119,15
249,Lumen Eco Tennis Racket,Sports,178.52,110.49,42,12
250,Apex Elite Biography,Books,11.32,7.58,55,6
251,Zenith Deluxe Speaker,Electronics,174.96,90.74,200,40
252,Stride Essential Shirt,Clothing,190.58,141.30,322,89
253,Zenith Smart Vacuum,Home,80.83,52.59,127,38
254,Horizon Eco Guide,Books,29.84,16.63,365,38
255,Crest Eco Hat,Clothing,191.59,83.13,119,34
256,Pulse Essential Vacuum,Home,170.58,90.44,66,19
257,Apex Ultra Laptop,Electronics,144.00,83.27,219,59
258,Vertex Premium Atlas,Books,29.91,21.63,24,4
259,Pulse Elite Dumbbell,Sports,202.30,87.10,100,25
260,Zenith Standard Keyboard,Electronics,747.74,555.15,70,11
261,Lumen Deluxe Monitor,Electronics,405.99,184.53,172,42
262,Pulse Ultra Dress,Clothing,81.73,38.38,144,36
263,Crest Standard Mirror,Home,348.57,144.33,258,40
264,Vertex Advanced Biography,Books,21.77,12.45,93,14
265,Stride Pro Shirt,Clothing,189.11,103.96,188,32
266,Lumen Smart Hat,Clothing,65.83,42.94,247,25
267,Crest Classic Sneakers,Clothing,18.48,11.50,144,24
268,Forge Premium Sneakers,Clothing,15.31,10.10,260,67
269,Vertex Essential Scarf,Clothing,20.17,13.72,34,6
270,Nest Classic Keyboard,Electronics,911.92,495.87,139,32
271,Nest Pro Sneakers,Clothing,184.79,134.02,75,15
272,Zenith Smart Jeans,Clothing,179.81,110.72,53,8
273,Horizon Elite Laptop,Electronics,280.15,130.24,271,46
274,Nova Elite Laptop,Electronics,41.12,27.09,238,64
275,Horizon Pro Jeans,Clothing,163.11,105.39,498,72
276,Pulse Classic Desk,Home,158.01,89.89,156,20
277,Pulse Essential Atlas,Books,23.42,15.35,87,16
278,Forge Deluxe Bicycle,Sports,153.94,67.07,554,95
279,Crest Eco Blender,Home,142.94,102.20,20,4
280,Zenith Advanced Atlas,Books,16.91,7.88,177,52
281,Lumen Ultra Helmet,Sports,31.86,20.42,200,33
282,Stride Elite Yoga Mat,Sports,129.79,63.27,100,22
283,Crest Standard Guide,Books,6.86,2.91,296,58
284,Crest Compact Blender,Home,127.82,81.66,79,19
285,Crest Classic Hat,Clothing,57.59,38.26,68,15
286,Nova Premium Dress,Clothing,145.06,90.55,148,21
287,Nest Compact Helmet,Sports,217.10,152.51,78,16
288,Apex Classic Monitor,Electronics,904.28,600.67,105,11
289,Horizon Advanced Atlas,Books,7.56,5.54,262,60
290,Horizon Standard Biography,Books,33.90,16.61,125,22
291,Vertex Essential Yoga Mat,Sports,284.28,190.67,26,4
292,Zenith Standard Dress,Clothing,186.19,136.08,314,77
293,Zenith Compact Dress,Clothing,136.29,87.60,73,9
294,Crest Advanced Scarf,Clothing,111.65,48.01,24,4
295,Summit Smart Rug,Home,177.36,119.86,179,53
296,Horizon Smart Dress,Clothing,14.29,6.59,160,42
297,Horizon Classic Headphones,Electronics,946.13,588.44,226,65
298,Zenith Premium Cookbook,Books,42.18,19.54,125,15
299,Apex Essential Jacket,Clothing,181.93,78.41,203,41
300,Nova Premium Tablet,Electronics,363.50,147.65,59,17
301,Nest Eco Camera,Electronics,328.72,147.78,229,40
302,Pulse Smart Vacuum,Home,329.96,210.35,853,93
303,Zenith Ultra Shirt,Clothing,91.62,48.98,128,37
304,Horizon Pro Cookbook,Books,36.13,20.81,221,35
305,Nova Compact Hat,Clothing,176.03,101.93,68,19
306,Apex Deluxe Mirror,Home,370.00,276.71,343,36
307,Nest Smart Vacuum,Home,458.83,277.46,136,34
308,Nova Standard Jacket,Clothing,143.80,102.32,119,34
309,Zenith Compact Chair,Home,400.93,239.24,42,11
310,Forge Ultra Hat,Clothing,191.96,112.63,68,12
311,Stride Pro Shirt,Clothing,49.39,36.33,37,10
312,Apex Smart Keyboard,Electronics,821.14,360.83,253,43
313,Nova Ultra Speaker,Electronics,418.44,237.25,166,29
314,Lumen Smart Helmet,Sports,217.30,140.88,236,62
315,Stride Compact Tablet,Electronics,404.55,254.51,147,17
316,Zenith Essential Rug,Home,434.88,241.53,229,50
317,Horizon Compact Jeans,Clothing,162.60,89.70,484,144
318,Crest Pro Camera,Electronics,268.12,128.94,194,52
319,Stride Essential Blender,Home,290.34,143.87,115,31
320,Apex Classic Headphones,Electronics,617.43,462.43,135,20
321,Horizon Eco Jeans,Clothing,18.91,8.36,129,26
322,Zenith Advanced Chair,Home,60.17,34.28,52,8
323,Pulse Deluxe Hat,Clothing,162.02,120.52,345,38
324,Pulse Compact Shirt,Clothing,123.21,56.75,198,29
325,Forge Smart Scarf,Clothing,196.63,97.11,236,29
326,Vertex Deluxe Laptop,Electronics,886.21,584.95,108,26
327,Crest Premium Jacket,Clothing,63.06,44.57,87,11
328,Stride Elite Tablet,Electronics,873.87,504.13,269,43
329,Horizon Premium Vacuum,Home,275.87,137.33,157,31
330,Stride Smart Sneakers,Clothing,139.86,69.03,189,56
331,Nova Smart Rug,Home,123.27,57.24,92,26
332,Vertex Eco Shirt,Clothing,147.21,77.70,101,27
333,Nest Classic Guide,Books,26.82,16.71,90,17
334,Nest Standard Atlas,Books,30.91,16.22,78,11
335,Apex Eco Running Shoes,Sports,167.71,95.66,248,27
336,Apex Deluxe Monitor,Electronics,770.68,549.24,49,12
337,Apex Standard Desk,Home,312.49,130.22,239,34
338,Apex Elite Tablet,Electronics,776.02,551.51,698,174
339,Vertex Ultra Headphones,Electronics,427.66,172.97,96,20
340,Nest Elite Speaker,Electronics,348.64,204.16,47,5
341,Horizon Smart Biography,Books,12.19,5.48,248,68
342,Zenith Compact Rug,Home,444.32,304.83,99,23
343,Apex Smart Keyboard,Electronics,732.46,304.91,84,16
344,Stride Compact Tablet,Electronics,684.98,445.22,233,64
345,Pulse Advanced Helmet,Sports,189.91,135.79,913,137
346,Crest Compact Scarf,Clothing,145.56,71.89,402,56
347,Nest Compact Guide,Books,19.86,8.81,318,72
348,Lumen Eco Jacket,Clothing,96.58,59.26,220,33
349,Pulse Standard Keyboard,Electronics,809.61,599.47,594,102
350,Horizon Advanced Keyboard,Electronics,170.61,112.26,491,71
351,Forge Premium Speaker,Electronics,180.01,73.43,88,20
352,Apex Premium Rug,Home,134.93,59.32,418,122
353,Stride Classic Bicycle,Sports,293.41,175.85,503,51
354,Pulse Advanced Tennis Racket,Sports,147.87,85.70,179,22
355,Zenith Premium Monitor,Electronics,609.43,443.26,68,14
356,Pulse Premium Novel,Books,22.36,14.48,144,22
357,Horizon Smart Desk,Home,129.37,69.56,390,65
358,Lumen Essential Yoga Mat,Sports,199.10,129.36,159,28
359,Nest Elite Monitor,Electronics,189.92,119.39,136,37
360,Stride Deluxe Shirt,Clothing,121.97,59.50,238,44
361,Zenith Premium Mirror,Home,486.04,349.26,106,24
362,Nest Ultra Speaker,Electronics,81.70,56.20,49,5
363,Stride Essential Laptop,Electronics,982.93,691.49,190,42
364,Crest Premium Bicycle,Sports,308.84,201.14,195,27
365,Apex Classic Keyboard,Electronics,355.98,158.18,641,113
366,Zenith Elite Jacket,Clothing,64.83,29.87,282,82
367,Apex Premium Tennis Racket,Sports,78.97,37.92,190,37
368,Apex Advanced Laptop,Electronics,332.64,152.33,164,32
369,Pulse Ultra Dumbbell,Sports,211.32,109.88,23,2
370,Lumen Elite Laptop,Electronics,984.83,408.08,183,29
371,Nova Elite Shirt,Clothing,65.90,31.72,230,26
372,Lumen Smart Helmet,Sports,179.36,114.00,118,21
373,Pulse Pro Dumbbell,Sports,42.11,29.33,224,60
374,Nest Compact Scarf,Clothing,191.64,128.23,84,22
375,Nova Premium Textbook,Books,42.45,25.21,100,27
376,Pulse Standard Scarf,Clothing,36.62,23.34,606,65
377,Stride Deluxe Lamp,Home,347.77,222.85,92,17
378,Nest Essential Textbook,Books,25.50,15.60,440,105
379,Zenith Elite Keyboard,Electronics,293.56,201.01,115,12
380,Crest Advanced Blender,Home,147.92,96.50,169,19
381,Forge Essential Scarf,Clothing,136.19,98.69,84,11
382,Apex Essential Jeans,Clothing,10.45,6.35,165,43
383,Nest Classic Textbook,Books,11.88,7.20,455,111
384,Crest Premium Desk,Home,213.95,96.28,23,6
385,Vertex Standard Vacuum,Home,392.19,273.35,93,14
386,Zenith Advanced Dumbbell,Sports,46.98,30.26,105,11
387,Summit Ultra Speaker,Electronics,290.62,141.48,171,28
388,Nest Elite Jacket,Clothing,38.06,23.53,63,17
389,Nova Advanced Blender,Home,362.56,198.06,94,10
390,Lumen Compact Jeans,Clothing,92.75,40.64,84,13
391,Nest Essential Chair,Home,402.57,183.78,54,12
392,Forge Eco Dumbbell,Sports,123.45,65.80,300,75
393,Crest Ultra Blender,Home,311.62,211.52,18,2
394,Pulse Standard Rug,Home,382.25,220.56,674,119
395,Zenith Pro Jeans,Clothing,141.34,77.79,636,177
396,Forge Smart Dumbbell,Sports,150.03,77.22,90,13
397,Forge Eco Cookbook,Books,30.17,17.11,76,9
398,Horizon Pro Hat,Clothing,182.13,124.88,413,122
399,Summit Classic Biography,Books,29.57,17.94,419,99
400,Forge Standard Tablet,Electronics,699.03,344.22,511,103
401,Nova Smart Monitor,Electronics,841.42,440.72,214,58
402,Crest Essential Yoga Mat,Sports,24.35,12.78,400,103
403,Zenith Eco Bicycle,Sports,96.85,43.84,438,119
404,Summit Pro Mirror,Home,197.17,95.78,371,47
405,Zenith Deluxe Dress,Clothing,111.32,47.31,106,28
406,Nova Compact Hat,Clothing,75.21,52.15,102,12
407,Vertex Smart Speaker,Electronics,355.17,162.19,250,64
408,Vertex Eco Laptop,Electronics,112.64,65.37,151,32
409,Lumen Elite Dumbbell,Sports,47.07,23.61,96,21
410,Forge Classic Desk,Home,185.43,100.15,289,30
411,Zenith Standard Scarf,Clothing,117.26,49.45,196,52
412,Apex Advanced Running Shoes,Sports,308.61,165.13,143,26
413,Summit Eco Novel,Books,19.35,10.09,38,9
414,Horizon Eco Jeans,Clothing,47.40,33.73,83,20
415,Summit Ultra Guide,Books,47.52,23.96,133,38
416,Lumen Essential Camera,Electronics,572.68,402.57,72,10
417,Lumen Advanced Scarf,Clothing,181.07,101.68,22,3
418,Zenith Essential Sneakers,Clothing,183.15,96.11,132,23
419,Nest Advanced Monitor,Electronics,569.77,323.69,48,9
420,Horizon Advanced Rug,Home,78.57,31.86,169,24
421,Pulse Pro Yoga Mat,Sports,161.58,66.29,37,4
422,Horizon Standard Vacuum,Home,188.48,107.32,290,83
423,Apex Premium Sneakers,Clothing,25.89,17.85,265,27
424,Vertex Essential Dumbbell,Sports,208.04,152.88,221,40
425,Summit Standard Sneakers,Clothing,69.71,49.19,81,13
426,Pulse Advanced Rug,Home,37.36,27.82,198,29
427,Crest Deluxe Monitor,Electronics,297.44,186.75,313,89
428,Nova Elite Tablet,Electronics,441.68,263.82,84,21
429,Stride Classic Monitor,Electronics,935.99,510.08,273,59
430,Apex Deluxe Camera,Electronics,225.32,115.12,127,27
431,Apex Smart Hat,Clothing,175.51,108.39,107,29
432,Apex Ultra Monitor,Electronics,188.49,126.64,229,65
433,Forge Compact Jeans,Clothing,188.27,102.71,93,16
434,Crest Advanced Hat,Clothing,180.15,87.16,209,21
435,Forge Standard Monitor,Electronics,666.11,470.45,52,14
436,Stride Compact Scarf,Clothing,73.10,30.36,54,9
437,Forge Ultra Tablet,Electronics,540.32,395.39,86,22
438,Stride Essential Monitor,Electronics,748.34,371.75,179,43
439,Pulse Standard Biography,Books,41.75,18.20,104,21
440,Zenith Compact Hat,Clothing,25.53,15.82,92,10
441,Zenith Ultra Monitor,Electronics,193.75,113.08,64,14
442,Nova Deluxe Jacket,Clothing,52.46,32.01,52,6
443,Crest Elite Bicycle,Sports,152.52,102.63,42,11
444,Crest Eco Chair,Home,476.15,279.47,129,21
445,Nova Advanced Keyboard,Electronics,757.66,352.19,66,17
446,Nova Standard Atlas,Books,17.31,10.66,566,87
447,Crest Compact Keyboard,Electronics,804.62,530.38,103,26
448,Nova Pro Lamp,Home,65.52,30.07,197,47
449,Vertex Essential Jacket,Clothing,99.32,73.47,66,17
450,Vertex Standard Chair,Home,70.30,49.42,72,9
451,Nova Elite Camera,Electronics,282.27,198.42,217,38
452,Stride Smart Jacket,Clothing,45.84,28.12,344,38
453,Nova Essential Atlas,Books,48.22,36.03,413,54
454,Pulse Premium Dress,Clothing,106.54,61.55,193,46
455,Summit Standard Camera,Electronics,950.36,484.51,425,44
456,Pulse Advanced Rug,Home,214.27,107.65,88,16
457,Crest Classic Laptop,Electronics,915.09,445.57,275,29
458,Forge Elite Jeans,Clothing,23.17,14.94,54,7
459,Apex Premium Scarf,Clothing,59.16,30.26,96,22
460,Nova Pro Camera,Electronics,129.73,85.61,61,13
461,Vertex Eco Laptop,Electronics,149.93,72.89,128,36
462,Horizon Deluxe Biography,Books,7.04,4.33,81,16
